mobileog_id gene_name refseq_id function category source evidence_type contig_id gene_start gene_end strand annotation percent_identity alignment_length refseq_length evalue bit_score query_start query_end ref_start ref_end
mobileOG_000033706 psiB WP_000845910.1 transfer conjugation,regulation Multiple Homology contig_3_2 923 1357 -1 ID=1_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.566 100 293 144 8.91e-103 145 1 144 1 144
mobileOG_000036021 psiB WP_000845908.1 transfer conjugation,regulation Multiple Homology contig_3_2 923 1357 -1 ID=1_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.566 99.3 291 144 7.33e-102 145 1 144 1 144
mobileOG_000037200 psiB Q9ZGR7 transfer conjugation,regulation ACLAME Homology contig_3_2 923 1357 -1 ID=1_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.566 99.3 291 145 7.58e-102 145 2 145 1 144
mobileOG_000346457 psiB WP_059328338.1 transfer conjugation,regulation "Plasmid RefSeq" Homology contig_3_2 923 1357 -1 ID=1_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.566 99.3 290 144 1.0399999999999998e-101 145 1 144 1 144
mobileOG_000074707 psiB WP_000845926.1 transfer conjugation,regulation Multiple Homology contig_3_2 923 1357 -1 ID=1_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.566 99.3 290 144 1.4799999999999996e-101 145 1 144 1 144
mobileOG_000067595 psiB WP_000845907.1 transfer conjugation,regulation Multiple Homology contig_3_2 923 1357 -1 ID=1_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.566 99.3 289 144 2.9899999999999995e-101 145 1 143 1 143
mobileOG_000293119 psiB WP_000845910.1 transfer conjugation,regulation "Plasmid RefSeq" Homology contig_3_2 923 1357 -1 ID=1_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.566 98.6 289 144 2.9899999999999995e-101 145 1 144 1 144
mobileOG_000346299 psiB WP_021552497.1 transfer conjugation,regulation "Plasmid RefSeq" Homology contig_3_2 923 1357 -1 ID=1_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.566 98.6 289 144 4.239999999999999e-101 145 1 144 1 144
mobileOG_000346203 psiB WP_000845909.1 transfer conjugation,regulation Multiple Homology contig_3_2 923 1357 -1 ID=1_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.566 98.6 288 144 6.029999999999998e-101 145 1 144 1 144
mobileOG_000042377 psiB T2K1M3 transfer conjugation,regulation COMPASS Homology contig_3_2 923 1357 -1 ID=1_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.566 98.6 288 144 6.029999999999998e-101 145 1 144 1 144
mobileOG_000346200 psiB WP_000845925.1 transfer conjugation,regulation "Plasmid RefSeq" Homology contig_3_2 923 1357 -1 ID=1_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.566 99.3 288 144 6.029999999999998e-101 145 1 143 1 143
mobileOG_000034179 psiB WP_011666470.1 transfer conjugation,regulation Multiple Homology contig_3_2 923 1357 -1 ID=1_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.566 98.6 288 144 8.569999999999998e-101 145 1 144 1 144
mobileOG_000050510 psiB WP_000845922.1 transfer conjugation,regulation Multiple Homology contig_3_2 923 1357 -1 ID=1_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.566 98.6 288 144 8.569999999999998e-101 145 1 144 1 144
mobileOG_000052544 psiB WP_001297861.1 transfer conjugation,regulation Multiple Homology contig_3_2 923 1357 -1 ID=1_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.566 98.6 288 144 8.569999999999998e-101 145 1 143 1 143
mobileOG_000346259 psiB WP_001774734.1 transfer conjugation,regulation "Plasmid RefSeq" Homology contig_3_2 923 1357 -1 ID=1_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.566 98.6 288 144 8.569999999999998e-101 145 1 144 1 144
mobileOG_000033705 yfhA Q1R1U4 replication/recombination/repair transfer Multiple Homology contig_3_3 1412 3370 -1 ID=1_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.582 100 1283 682 0 653 31 682 1 652
mobileOG_000310227 yfhA WP_001145501.1 replication/recombination/repair transfer "Plasmid RefSeq" Homology contig_3_3 1412 3370 -1 ID=1_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.582 100 1283 652 0 653 1 652 1 652
mobileOG_000041088 yfhA A0A327HV63 replication/recombination/repair transfer COMPASS Homology contig_3_3 1412 3370 -1 ID=1_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.582 99.8 1280 682 0 653 31 682 1 652
mobileOG_000309928 yfhA WP_001145500.1 replication/recombination/repair transfer "Plasmid RefSeq" Homology contig_3_3 1412 3370 -1 ID=1_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.582 99.8 1280 652 0 653 1 652 1 652
mobileOG_000301082 yfhA WP_151309752.1 replication/recombination/repair transfer "Plasmid RefSeq" Homology contig_3_3 1412 3370 -1 ID=1_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.582 99.7 1278 652 0 653 1 652 1 652
mobileOG_000293117 yfhA WP_001145501.1 replication/recombination/repair transfer "Plasmid RefSeq" Homology contig_3_3 1412 3370 -1 ID=1_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.582 99.5 1277 652 0 653 1 652 1 652
mobileOG_000071342 yfhA Q1R1U4 replication/recombination/repair transfer COMPASS Homology contig_3_3 1412 3370 -1 ID=1_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.582 99.2 1267 677 0 653 31 677 1 652
mobileOG_000317395 yfhA WP_064772412.1 replication/recombination/repair transfer "Plasmid RefSeq" Homology contig_3_3 1412 3370 -1 ID=1_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.582 99.2 1267 647 0 653 1 647 1 652
mobileOG_000279101 yfhA WP_169063474.1 replication/recombination/repair transfer "Plasmid RefSeq" Homology contig_3_3 1412 3370 -1 ID=1_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.582 98.8 1265 652 0 653 1 652 1 652
