mobileog_id gene_name refseq_id function category source evidence_type contig_id gene_start gene_end strand annotation percent_identity alignment_length refseq_length evalue bit_score query_start query_end ref_start ref_end
mobileOG_000033431 NA WP_001347461.1 integration/excision NA Multiple Homology contig_21_14 15266 15541 1 ID=1_14;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.525 100 189 91 3.87e-63 92 1 91 1 91
mobileOG_000001273 insA8 P0CF13 integration/excision NA Multiple Manual contig_21_14 15266 15541 1 ID=1_14;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.525 98.9 187 91 1.5799999999999999e-62 92 1 91 1 91
mobileOG_000036935 NA WP_001351703.1 integration/excision NA Multiple Homology contig_21_14 15266 15541 1 ID=1_14;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.525 97.8 187 91 2.2399999999999998e-62 92 1 91 1 91
mobileOG_000003401 insA_3 A0A2Y0P3V9 integration/excision NA COMPASS Manual contig_21_14 15266 15541 1 ID=1_14;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.525 98.9 186 91 4.53e-62 92 1 91 1 91
mobileOG_000001346 insA3 P0CF08 integration/excision NA Multiple Manual contig_21_14 15266 15541 1 ID=1_14;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.525 97.8 186 91 6.44e-62 92 1 91 1 91
mobileOG_000055128 NA A0A2I6T703 integration/excision NA COMPASS Homology contig_21_14 15266 15541 1 ID=1_14;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.525 97.8 186 91 6.44e-62 92 1 91 1 91
mobileOG_000003876 insA_9 A0A377FAV6 integration/excision NA COMPASS Manual contig_21_14 15266 15541 1 ID=1_14;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.525 97.8 186 91 6.44e-62 92 1 91 1 91
mobileOG_000036936 NA WP_001419186.1 integration/excision NA Multiple Homology contig_21_14 15266 15541 1 ID=1_14;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.525 96.7 185 91 9.15e-62 92 1 91 1 91
mobileOG_000052830 NA A0A3S4EGK4 integration/excision NA Multiple Homology contig_21_14 15266 15541 1 ID=1_14;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.525 96.7 185 91 9.15e-62 92 1 91 1 91
mobileOG_000035481 NA WP_011117374.1 integration/excision NA ACLAME Homology contig_21_14 15266 15541 1 ID=1_14;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.525 97.8 185 91 9.15e-62 92 1 91 1 91
mobileOG_000042624 NA F4SIT9 integration/excision NA COMPASS Homology contig_21_14 15266 15541 1 ID=1_14;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.525 97.8 185 91 9.15e-62 92 1 91 1 91
mobileOG_000047086 NA S1HS14 integration/excision NA COMPASS Homology contig_21_14 15266 15541 1 ID=1_14;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.525 97.8 185 91 9.15e-62 92 1 91 1 91
mobileOG_000050180 NA A0A2I6T703 integration/excision NA COMPASS Homology contig_21_14 15266 15541 1 ID=1_14;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.525 96.7 185 91 9.15e-62 92 1 91 1 91
mobileOG_000002374 insA E2X2X3 integration/excision NA Multiple Manual contig_21_14 15266 15541 1 ID=1_14;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.525 97.8 185 91 1.2999999999999999e-61 92 1 91 1 91
